meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.178,0.061,0.183,0.134,0.214,0.08,2.265,8.555,0.899,0.436,0.174,0.178,0.129,0.047,0.273,0.921,0.023,8.18,8.156,0.079,male
0.168,0.066,0.172,0.113,0.225,0.113,0.823,3.103,0.953,0.635,0.173,0.168,0.126,0.048,0.279,0.814,0.023,6.023,6,0.123,male
0.181,0.059,0.189,0.133,0.225,0.092,0.981,3.388,0.935,0.501,0.205,0.181,0.112,0.047,0.274,1.072,0.023,5.719,5.695,0.133,male
0.175,0.055,0.188,0.119,0.21,0.091,1.834,6.255,0.9,0.369,0.198,0.175,0.107,0.047,0.277,0.444,0.023,3.633,3.609,0.058,male
0.178,0.058,0.19,0.121,0.217,0.097,1.513,5.045,0.922,0.474,0.189,0.178,0.121,0.047,0.279,1.557,0.023,7.57,7.547,0.171,male
0.177,0.058,0.193,0.125,0.21,0.086,3.889,22.104,0.896,0.458,0.196,0.177,0.146,0.054,0.276,0.867,0.023,6.867,6.844,0.112,male
0.172,0.066,0.189,0.11,0.216,0.106,2.971,15.25,0.936,0.598,0.202,0.172,0.123,0.047,0.279,1.456,0.023,7.641,7.617,0.129,male
0.176,0.061,0.181,0.127,0.207,0.081,2.147,7.862,0.902,0.442,0.181,0.176,0.109,0.05,0.271,1.033,0.023,7.266,7.242,0.14,male
0.182,0.073,0.193,0.132,0.252,0.12,1.733,6.275,0.94,0.59,0.277,0.182,0.124,0.026,0.267,0.925,0.141,5.242,5.102,0.178,male
0.16,0.059,0.165,0.104,0.198,0.094,1.425,4.945,0.936,0.534,0.187,0.16,0.087,0.024,0.203,0.664,0.086,3.602,3.516,0.299,male
0.153,0.071,0.156,0.098,0.212,0.114,1.645,5.968,0.963,0.735,0.093,0.153,0.101,0.039,0.138,0.319,0.027,0.691,0.664,0.485,male
0.197,0.06,0.218,0.133,0.253,0.12,2.54,10.496,0.885,0.321,0.254,0.197,0.133,0.047,0.274,1.236,0.023,8.273,8.25,0.138,male
0.182,0.066,0.191,0.131,0.236,0.105,2.254,9.783,0.927,0.547,0.231,0.182,0.149,0.047,0.277,0.891,0.023,5.016,4.992,0.194,male
0.189,0.074,0.214,0.131,0.256,0.125,1.738,6.031,0.933,0.564,0.272,0.189,0.134,0.048,0.279,0.615,0.023,3.328,3.305,0.082,male
0.183,0.064,0.203,0.125,0.238,0.113,1.875,6.512,0.923,0.52,0.236,0.183,0.145,0.048,0.279,0.557,0.023,3.563,3.539,0.088,male
0.202,0.06,0.23,0.141,0.253,0.112,2.01,7.48,0.891,0.351,0.253,0.202,0.132,0.05,0.27,1.034,0.023,8.766,8.742,0.064,male
0.202,0.062,0.231,0.136,0.25,0.114,1.765,6.101,0.896,0.357,0.236,0.202,0.128,0.047,0.276,1.569,0.023,9.445,9.422,0.139,male
0.195,0.063,0.228,0.131,0.249,0.118,2.085,7.106,0.886,0.356,0.255,0.195,0.135,0.047,0.279,0.875,0.023,5.813,5.789,0.098,male
0.2,0.059,0.228,0.135,0.246,0.111,2.291,9.077,0.883,0.309,0.245,0.2,0.132,0.053,0.279,1.018,0.023,8.086,8.063,0.093,male
0.194,0.058,0.217,0.137,0.244,0.107,1.661,6.076,0.899,0.324,0.236,0.194,0.126,0.047,0.271,0.615,0.023,3.586,3.563,0.108,male
0.204,0.063,0.227,0.143,0.256,0.113,2.633,11.473,0.902,0.415,0.258,0.204,0.129,0.049,0.279,0.824,0.023,3.68,3.656,0.126,male
0.187,0.066,0.22,0.128,0.242,0.114,2.026,6.658,0.906,0.455,0.232,0.187,0.132,0.049,0.277,0.656,0.023,8.438,8.414,0.056,male
0.171,0.071,0.174,0.12,0.237,0.117,2.306,8.901,0.936,0.595,0.125,0.171,0.12,0.048,0.267,0.665,0.023,5.578,5.555,0.074,male
0.181,0.067,0.187,0.126,0.243,0.116,2.058,7.412,0.925,0.536,0.126,0.181,0.135,0.047,0.279,0.756,0.023,5.273,5.25,0.061,male
0.199,0.059,0.223,0.138,0.247,0.109,2.743,11.793,0.892,0.372,0.248,0.199,0.129,0.05,0.279,0.681,0.023,5.625,5.602,0.07,male
0.194,0.058,0.214,0.137,0.243,0.107,1.595,5.676,0.902,0.306,0.246,0.194,0.127,0.049,0.273,1.242,0.023,9.469,9.445,0.129,male
0.195,0.064,0.223,0.137,0.249,0.112,1.35,4.08,0.917,0.455,0.234,0.195,0.124,0.048,0.279,1.023,0.023,5.906,5.883,0.126,male
0.193,0.059,0.215,0.132,0.243,0.11,2.124,7.908,0.901,0.37,0.119,0.193,0.126,0.047,0.277,0.792,0.023,10.078,10.055,0.059,male
0.19,0.06,0.2,0.131,0.249,0.118,2.471,11.994,0.898,0.333,0.13,0.19,0.135,0.048,0.277,0.779,0.023,7.875,7.852,0.077,male
0.186,0.059,0.171,0.136,0.242,0.106,1.275,3.854,0.908,0.361,0.141,0.186,0.126,0.048,0.276,0.697,0.023,12.023,12,0.057,male
0.194,0.066,0.203,0.134,0.26,0.126,2.57,11.588,0.913,0.472,0.263,0.194,0.147,0.047,0.279,1.35,0.023,9.469,9.445,0.115,male
0.199,0.062,0.225,0.137,0.254,0.117,2.199,8.065,0.898,0.387,0.252,0.199,0.147,0.047,0.279,0.93,0.023,5.672,5.648,0.104,male
0.193,0.067,0.209,0.138,0.252,0.114,2.613,11.093,0.907,0.463,0.14,0.193,0.143,0.051,0.277,0.778,0.023,5.719,5.695,0.108,male
0.186,0.063,0.179,0.141,0.237,0.096,1.328,4.268,0.924,0.498,0.16,0.186,0.128,0.048,0.277,0.528,0.023,3.773,3.75,0.08,male
0.195,0.061,0.216,0.14,0.25,0.109,1.614,5.344,0.894,0.346,0.144,0.195,0.139,0.048,0.279,0.533,0.023,1.805,1.781,0.133,male
0.207,0.058,0.236,0.144,0.256,0.112,1.575,4.657,0.872,0.244,0.25,0.207,0.121,0.048,0.277,0.88,0.023,6.938,6.914,0.066,male
0.189,0.068,0.203,0.131,0.25,0.119,1.862,6.029,0.913,0.484,0.253,0.189,0.129,0.05,0.279,1.004,0.023,5.906,5.883,0.086,male
0.189,0.066,0.2,0.132,0.25,0.118,1.724,5.43,0.914,0.472,0.132,0.189,0.125,0.048,0.268,0.792,0.023,9.422,9.398,0.065,male
0.189,0.059,0.176,0.14,0.249,0.109,2.057,7.685,0.899,0.373,0.143,0.189,0.141,0.047,0.274,1.052,0.023,7.313,7.289,0.109,male
0.202,0.063,0.226,0.136,0.257,0.122,1.688,5.036,0.887,0.347,0.266,0.202,0.146,0.049,0.279,0.789,0.023,8.32,8.297,0.088,male
0.191,0.054,0.187,0.147,0.25,0.103,1.181,3.443,0.897,0.314,0.147,0.191,0.13,0.048,0.273,0.375,0.023,0.609,0.586,0.195,male
0.183,0.074,0.189,0.129,0.254,0.125,1.711,5.77,0.945,0.631,0.266,0.183,0.154,0.048,0.27,0.928,0.023,5.32,5.297,0.144,male
0.19,0.066,0.18,0.135,0.256,0.121,2.298,8.987,0.896,0.414,0.134,0.19,0.136,0.047,0.276,0.62,0.023,5.484,5.461,0.053,male
0.19,0.062,0.179,0.138,0.254,0.116,1.534,5.131,0.902,0.379,0.273,0.19,0.124,0.047,0.271,0.918,0.023,9.633,9.609,0.07,male
0.196,0.061,0.196,0.139,0.256,0.117,1.706,5.703,0.901,0.372,0.266,0.196,0.143,0.053,0.279,0.566,0.023,2.672,2.648,0.092,male
0.193,0.059,0.181,0.141,0.252,0.111,1.462,4.66,0.904,0.378,0.126,0.193,0.133,0.048,0.279,1.046,0.023,9.633,9.609,0.071,male
0.183,0.072,0.197,0.126,0.247,0.121,1.945,7.556,0.925,0.537,0.245,0.183,0.134,0.047,0.279,0.752,0.023,8.32,8.297,0.093,male
0.201,0.059,0.22,0.137,0.257,0.121,2.017,7.437,0.89,0.27,0.26,0.201,0.125,0.047,0.264,0.464,0.023,2.672,2.648,0.07,male
0.199,0.06,0.222,0.14,0.255,0.115,1.778,5.965,0.896,0.341,0.245,0.199,0.14,0.048,0.279,1.443,0.023,8.883,8.859,0.12,male
0.179,0.059,0.169,0.143,0.237,0.094,1.662,5.784,0.914,0.454,0.169,0.179,0.135,0.047,0.273,0.663,0.07,3.984,3.914,0.089,male
0.182,0.079,0.184,0.125,0.255,0.129,1.977,6.734,0.928,0.551,0.248,0.182,0.132,0.052,0.271,0.472,0.023,4.383,4.359,0.059,male
0.193,0.058,0.207,0.136,0.247,0.111,1.598,5.533,0.898,0.317,0.254,0.193,0.132,0.048,0.277,1.173,0.07,5.719,5.648,0.158,male
0.198,0.058,0.226,0.136,0.244,0.109,2.276,9.443,0.885,0.317,0.244,0.198,0.139,0.049,0.279,1.12,0.023,8.883,8.859,0.101,male
0.196,0.062,0.225,0.133,0.25,0.117,1.555,4.491,0.88,0.336,0.228,0.196,0.136,0.057,0.262,0.661,0.023,7.008,6.984,0.085,male
0.196,0.059,0.223,0.138,0.246,0.108,2.152,8.51,0.899,0.376,0.246,0.196,0.132,0.051,0.279,0.687,0.023,6,5.977,0.046,male
0.173,0.072,0.161,0.128,0.243,0.115,1.261,3.639,0.947,0.639,0.246,0.173,0.135,0.048,0.277,1.01,0.023,8.297,8.273,0.121,male
0.195,0.062,0.22,0.137,0.251,0.114,1.691,5.003,0.88,0.33,0.24,0.195,0.141,0.054,0.279,0.879,0.023,8.109,8.086,0.073,male
0.203,0.057,0.227,0.15,0.246,0.095,1.967,7.082,0.904,0.381,0.24,0.203,0.126,0.048,0.279,0.97,0.023,7.219,7.195,0.1,male
0.2,0.06,0.227,0.135,0.25,0.115,1.464,4.37,0.895,0.359,0.236,0.2,0.132,0.047,0.27,0.776,0.023,7.781,7.758,0.052,male
0.191,0.063,0.215,0.128,0.245,0.117,1.75,5.711,0.908,0.44,0.126,0.191,0.124,0.047,0.271,0.618,0.023,5.555,5.531,0.086,male
0.192,0.063,0.218,0.13,0.247,0.117,2.001,7.6,0.9,0.4,0.246,0.192,0.134,0.05,0.279,0.514,0.023,2.578,2.555,0.074,male
0.191,0.06,0.182,0.138,0.251,0.112,1.61,5.695,0.9,0.345,0.134,0.191,0.137,0.047,0.274,0.683,0.023,2.906,2.883,0.159,male
0.194,0.059,0.219,0.136,0.248,0.111,1.542,4.914,0.886,0.274,0.253,0.194,0.134,0.049,0.274,0.677,0.141,4.922,4.781,0.063,male
0.195,0.07,0.227,0.136,0.257,0.121,1.525,4.456,0.918,0.516,0.254,0.195,0.144,0.047,0.279,0.465,0.023,2.742,2.719,0.128,male
0.195,0.06,0.215,0.14,0.246,0.106,1.352,4.486,0.916,0.423,0.235,0.195,0.139,0.048,0.279,0.905,0.023,8.109,8.086,0.048,male
0.196,0.056,0.213,0.135,0.243,0.108,1.697,5.524,0.901,0.319,0.242,0.196,0.135,0.049,0.279,1.05,0.023,6.516,6.492,0.152,male
0.191,0.06,0.187,0.142,0.244,0.102,1.36,4.717,0.921,0.467,0.243,0.191,0.145,0.049,0.276,0.781,0.023,4.383,4.359,0.095,male
0.188,0.058,0.184,0.133,0.243,0.11,1.775,6.287,0.905,0.381,0.127,0.188,0.142,0.047,0.279,0.682,0.023,5.414,5.391,0.082,male
0.19,0.069,0.22,0.128,0.248,0.12,1.977,6.812,0.916,0.497,0.12,0.19,0.14,0.049,0.279,0.859,0.023,6.07,6.047,0.12,male
0.192,0.058,0.196,0.141,0.247,0.106,1.793,6.041,0.891,0.333,0.249,0.192,0.13,0.048,0.277,1.057,0.023,7.828,7.805,0.082,male
0.201,0.061,0.231,0.134,0.251,0.117,1.855,6.354,0.879,0.294,0.24,0.201,0.13,0.047,0.273,1.148,0.023,8.18,8.156,0.102,male
0.204,0.064,0.233,0.138,0.267,0.129,2.473,9.68,0.858,0.256,0.277,0.204,0.13,0.047,0.279,1.615,0.023,7.758,7.734,0.116,male
0.186,0.058,0.184,0.13,0.237,0.107,2.656,11.946,0.886,0.323,0.233,0.186,0.121,0.047,0.279,0.863,0.141,5.484,5.344,0.103,male
0.187,0.06,0.217,0.123,0.238,0.116,2.457,9.424,0.879,0.354,0.118,0.187,0.115,0.047,0.277,1.008,0.023,5.578,5.555,0.097,male
0.19,0.062,0.209,0.127,0.247,0.12,1.761,5.898,0.897,0.358,0.25,0.19,0.127,0.047,0.274,1.468,0.023,6,5.977,0.155,male
0.194,0.059,0.228,0.124,0.241,0.116,2.885,12.562,0.856,0.26,0.117,0.194,0.116,0.049,0.279,2.141,0.352,15.68,15.328,0.11,male
0.189,0.06,0.219,0.126,0.245,0.118,1.637,5.084,0.879,0.255,0.126,0.189,0.118,0.048,0.276,1.336,0.023,9.352,9.328,0.129,male
0.192,0.065,0.19,0.133,0.259,0.126,1.78,5.476,0.88,0.302,0.136,0.192,0.128,0.048,0.279,1.035,0.023,6.258,6.234,0.112,male
0.201,0.062,0.232,0.132,0.257,0.125,2.111,7.108,0.875,0.295,0.259,0.201,0.114,0.047,0.27,0.963,0.141,5.93,5.789,0.094,male
0.196,0.059,0.222,0.137,0.245,0.108,1.514,4.917,0.897,0.322,0.242,0.196,0.116,0.048,0.276,0.465,0.023,3.914,3.891,0.066,male
0.197,0.062,0.227,0.13,0.251,0.12,2.194,8.595,0.868,0.27,0.25,0.197,0.119,0.054,0.241,0.732,0.023,4.313,4.289,0.09,male
0.193,0.06,0.219,0.132,0.245,0.113,1.474,5.099,0.896,0.291,0.233,0.193,0.127,0.049,0.277,1.203,0.023,5.695,5.672,0.158,male
0.198,0.061,0.229,0.136,0.252,0.116,1.402,4.07,0.884,0.296,0.234,0.198,0.114,0.047,0.279,1.999,0.023,10.828,10.805,0.134,male
0.191,0.061,0.22,0.128,0.244,0.116,1.864,6.359,0.881,0.298,0.234,0.191,0.118,0.047,0.276,0.878,0.023,5.039,5.016,0.069,male
0.2,0.062,0.23,0.135,0.256,0.121,1.62,5.194,0.886,0.314,0.256,0.2,0.127,0.048,0.279,1.691,0.023,6.516,6.492,0.18,male
0.203,0.06,0.227,0.136,0.254,0.118,1.376,3.854,0.878,0.234,0.23,0.203,0.132,0.047,0.27,1.019,0.023,6.281,6.258,0.129,male
0.195,0.061,0.212,0.137,0.251,0.113,1.165,3.248,0.889,0.285,0.28,0.195,0.128,0.047,0.276,1.073,0.164,5.227,5.063,0.119,male
0.2,0.062,0.233,0.136,0.254,0.119,1.666,5.035,0.876,0.258,0.244,0.2,0.118,0.048,0.274,1.211,0.023,12.188,12.164,0.057,male
0.196,0.06,0.223,0.13,0.249,0.119,2.043,7.191,0.882,0.276,0.243,0.196,0.124,0.048,0.265,0.554,0.023,3.023,3,0.09,male
0.196,0.059,0.222,0.135,0.247,0.113,1.522,4.918,0.886,0.272,0.24,0.196,0.124,0.048,0.279,1.164,0.023,6.422,6.398,0.118,male
0.194,0.063,0.227,0.128,0.251,0.123,1.622,4.967,0.869,0.228,0.123,0.194,0.129,0.048,0.277,1.333,0.023,6.141,6.117,0.152,male
0.198,0.059,0.207,0.138,0.253,0.115,1.271,3.896,0.891,0.265,0.139,0.198,0.124,0.047,0.279,0.885,0.023,5.602,5.578,0.09,male
0.193,0.06,0.223,0.129,0.243,0.114,1.963,6.749,0.885,0.319,0.116,0.193,0.129,0.048,0.279,1.77,0.023,6.445,6.422,0.148,male
0.188,0.061,0.189,0.131,0.244,0.113,1.442,4.497,0.901,0.376,0.117,0.188,0.13,0.048,0.276,1.099,0.023,6.258,6.234,0.138,male
0.201,0.061,0.229,0.133,0.251,0.118,1.717,5.705,0.873,0.265,0.242,0.201,0.13,0.048,0.279,1.042,0.023,6.094,6.07,0.11,male
0.2,0.064,0.224,0.137,0.26,0.123,1.412,4.034,0.891,0.303,0.273,0.2,0.117,0.047,0.277,1.248,0.023,8.578,8.555,0.073,male
0.198,0.064,0.224,0.133,0.257,0.125,1.521,4.445,0.884,0.33,0.127,0.198,0.121,0.049,0.271,1.043,0.023,4.781,4.758,0.139,male
0.195,0.059,0.225,0.13,0.245,0.115,1.884,6.267,0.879,0.299,0.245,0.195,0.128,0.048,0.274,0.756,0.023,4.852,4.828,0.123,male
0.193,0.062,0.225,0.129,0.241,0.112,2.56,11.588,0.877,0.302,0.115,0.193,0.12,0.05,0.277,0.897,0.023,5.133,5.109,0.09,male
0.187,0.063,0.178,0.126,0.246,0.12,1.855,6.853,0.892,0.314,0.118,0.187,0.13,0.047,0.279,1.105,0.023,5.063,5.039,0.093,male
0.179,0.061,0.169,0.122,0.239,0.117,2.045,7.92,0.893,0.35,0.122,0.179,0.115,0.048,0.262,1.028,0.023,6.234,6.211,0.129,male
0.191,0.06,0.213,0.128,0.244,0.116,1.95,7.061,0.889,0.302,0.239,0.191,0.13,0.048,0.277,1.399,0.023,5.484,5.461,0.192,male
0.193,0.059,0.217,0.134,0.241,0.108,1.854,6.902,0.896,0.319,0.232,0.193,0.123,0.048,0.264,1.164,0.117,5.883,5.766,0.114,male
0.199,0.061,0.22,0.138,0.256,0.118,1.369,3.904,0.887,0.259,0.269,0.199,0.119,0.047,0.277,0.935,0.188,6.023,5.836,0.082,male
0.189,0.062,0.181,0.131,0.252,0.121,1.798,6.409,0.9,0.341,0.121,0.189,0.134,0.047,0.279,1.2,0.023,5.742,5.719,0.122,male
0.194,0.06,0.193,0.135,0.254,0.119,1.542,4.707,0.885,0.271,0.133,0.194,0.129,0.049,0.277,1.728,0.188,7.969,7.781,0.118,male
0.185,0.059,0.168,0.129,0.244,0.115,1.427,4.478,0.893,0.321,0.244,0.185,0.124,0.047,0.274,1.388,0.023,6.375,6.352,0.136,male
0.195,0.063,0.217,0.131,0.254,0.123,1.77,5.525,0.878,0.29,0.126,0.195,0.124,0.049,0.279,1.601,0.023,9.422,9.398,0.103,male
0.193,0.062,0.214,0.131,0.252,0.121,1.652,5.344,0.889,0.321,0.129,0.193,0.142,0.047,0.277,1.257,0.164,6.75,6.586,0.128,male
0.183,0.059,0.158,0.138,0.248,0.11,1.718,5.758,0.891,0.347,0.139,0.183,0.131,0.049,0.267,0.899,0.023,6.141,6.117,0.087,male
0.19,0.06,0.192,0.134,0.244,0.111,1.406,4.462,0.903,0.333,0.119,0.19,0.122,0.047,0.267,0.736,0.023,5.625,5.602,0.093,male
0.189,0.06,0.206,0.128,0.246,0.118,1.345,4.184,0.905,0.334,0.125,0.189,0.128,0.047,0.274,0.772,0.023,3.281,3.258,0.158,male
0.192,0.06,0.221,0.13,0.243,0.112,1.746,5.821,0.869,0.225,0.225,0.192,0.118,0.047,0.245,0.747,0.023,4.57,4.547,0.085,male
0.199,0.063,0.224,0.134,0.262,0.128,2.168,8.168,0.871,0.26,0.267,0.199,0.131,0.048,0.279,0.744,0.023,6.352,6.328,0.022,male
0.186,0.058,0.176,0.135,0.239,0.104,1.465,4.891,0.902,0.33,0.12,0.186,0.136,0.047,0.279,1.12,0.023,6.328,6.305,0.129,male
0.188,0.061,0.197,0.129,0.243,0.115,1.924,6.921,0.899,0.359,0.117,0.188,0.13,0.048,0.274,1.342,0.023,5.414,5.391,0.112,male
0.186,0.06,0.214,0.122,0.239,0.117,1.967,6.587,0.885,0.318,0.244,0.186,0.118,0.049,0.268,0.987,0.023,5.32,5.297,0.141,male
0.185,0.059,0.199,0.127,0.238,0.111,1.744,5.914,0.904,0.362,0.115,0.185,0.119,0.049,0.279,1.154,0.023,6.211,6.188,0.098,male
0.191,0.059,0.196,0.134,0.242,0.108,1.589,5.728,0.909,0.36,0.235,0.191,0.131,0.048,0.277,1.178,0.023,5.273,5.25,0.089,male
0.189,0.061,0.181,0.131,0.251,0.121,1.946,6.988,0.896,0.363,0.125,0.189,0.121,0.048,0.276,1.2,0.023,5.156,5.133,0.097,male
0.177,0.058,0.164,0.124,0.235,0.11,1.839,6.574,0.907,0.391,0.121,0.177,0.115,0.047,0.279,1.43,0.023,10.125,10.102,0.087,male
0.186,0.057,0.181,0.13,0.238,0.108,1.188,3.837,0.905,0.316,0.128,0.186,0.135,0.05,0.279,1.54,0.023,6.445,6.422,0.104,male
0.183,0.058,0.156,0.138,0.244,0.107,1.502,4.656,0.887,0.289,0.138,0.183,0.122,0.05,0.277,1.218,0.023,5.156,5.133,0.111,male
0.195,0.06,0.222,0.129,0.244,0.115,1.744,6.257,0.88,0.257,0.115,0.195,0.122,0.047,0.277,1.109,0.141,5.367,5.227,0.105,male
0.19,0.062,0.214,0.127,0.245,0.118,1.531,4.777,0.898,0.348,0.122,0.19,0.12,0.048,0.279,0.907,0.023,6.469,6.445,0.077,male
0.199,0.061,0.228,0.134,0.25,0.116,2.172,8.599,0.88,0.286,0.246,0.199,0.139,0.048,0.279,1.231,0.023,5.18,5.156,0.139,male
0.19,0.062,0.195,0.13,0.25,0.12,1.163,3.319,0.899,0.365,0.114,0.19,0.126,0.049,0.268,1.323,0.023,7.664,7.641,0.135,male
0.186,0.061,0.185,0.128,0.242,0.113,1.172,3.327,0.897,0.298,0.119,0.186,0.129,0.047,0.277,1.212,0.023,14.789,14.766,0.054,male
0.196,0.06,0.225,0.127,0.247,0.12,1.95,6.272,0.874,0.291,0.118,0.196,0.118,0.047,0.274,0.845,0.023,5.063,5.039,0.094,male
0.192,0.061,0.194,0.135,0.252,0.117,1.155,3.502,0.905,0.333,0.271,0.192,0.129,0.048,0.279,0.614,0.023,3.422,3.398,0.113,male
0.188,0.063,0.16,0.133,0.254,0.121,1.871,6.262,0.875,0.287,0.141,0.188,0.131,0.047,0.277,1.802,0.023,6.891,6.867,0.153,male
0.174,0.062,0.19,0.114,0.219,0.106,1.456,5.051,0.937,0.58,0.217,0.174,0.127,0.05,0.279,0.894,0.023,4.969,4.945,0.167,male
0.184,0.061,0.195,0.124,0.237,0.113,0.727,2.743,0.94,0.504,0.239,0.184,0.117,0.047,0.279,1.116,0.023,12.023,12,0.095,male
0.185,0.061,0.191,0.132,0.24,0.107,1.15,4.316,0.934,0.425,0.196,0.185,0.121,0.047,0.274,0.735,0.023,5.508,5.484,0.085,male
0.185,0.06,0.199,0.126,0.235,0.109,0.944,3.311,0.936,0.465,0.252,0.185,0.119,0.047,0.279,1.218,0.023,11.719,11.695,0.083,male
0.18,0.058,0.192,0.135,0.218,0.084,1.191,4.558,0.933,0.47,0.206,0.18,0.12,0.049,0.277,1.224,0.023,6.867,6.844,0.107,male
0.18,0.064,0.188,0.127,0.233,0.106,0.694,2.71,0.949,0.585,0.253,0.18,0.126,0.047,0.277,0.885,0.023,5.977,5.953,0.072,male
0.192,0.057,0.204,0.133,0.236,0.103,1.325,4.525,0.91,0.338,0.198,0.192,0.113,0.049,0.265,0.456,0.023,1.852,1.828,0.076,male
0.183,0.06,0.189,0.133,0.236,0.103,0.757,2.793,0.935,0.466,0.193,0.183,0.138,0.047,0.279,1.207,0.023,9.75,9.727,0.093,male
0.187,0.059,0.198,0.13,0.228,0.098,1.187,4.002,0.926,0.428,0.199,0.187,0.124,0.048,0.277,0.454,0.023,1.805,1.781,0.142,male
0.19,0.057,0.206,0.138,0.237,0.099,1.093,3.578,0.925,0.361,0.226,0.19,0.117,0.047,0.277,1.262,0.141,6.164,6.023,0.101,male
0.181,0.062,0.19,0.131,0.225,0.094,1.579,5.902,0.935,0.539,0.19,0.181,0.121,0.047,0.276,1.319,0.023,9.234,9.211,0.125,male
0.205,0.059,0.219,0.16,0.254,0.093,1.264,4.02,0.912,0.324,0.252,0.205,0.118,0.047,0.273,1.223,0.023,10.969,10.945,0.073,male
0.195,0.056,0.202,0.164,0.242,0.079,1.27,4.356,0.912,0.288,0.201,0.195,0.113,0.047,0.277,1.02,0.023,10.781,10.758,0.064,male
0.199,0.065,0.221,0.137,0.255,0.119,1.666,5.605,0.921,0.465,0.269,0.199,0.127,0.047,0.271,1.538,0.023,7.008,6.984,0.139,male
0.186,0.058,0.199,0.136,0.228,0.092,1.219,4.341,0.928,0.377,0.219,0.186,0.119,0.047,0.277,0.894,0.023,7.219,7.195,0.061,male
0.189,0.061,0.202,0.135,0.235,0.099,1.62,6.374,0.929,0.473,0.215,0.189,0.114,0.048,0.271,1.148,0.023,5.953,5.93,0.12,male
0.181,0.066,0.193,0.124,0.236,0.111,0.895,3.057,0.948,0.583,0.231,0.181,0.121,0.048,0.279,0.96,0.023,8.063,8.039,0.091,male
0.189,0.062,0.202,0.137,0.244,0.107,0.924,3.256,0.936,0.463,0.276,0.189,0.13,0.047,0.279,1.857,0.023,10.383,10.359,0.104,male
0.184,0.055,0.197,0.141,0.217,0.076,1.655,5.458,0.91,0.36,0.198,0.184,0.113,0.048,0.277,0.997,0.023,8.742,8.719,0.069,male
0.192,0.057,0.214,0.138,0.233,0.096,2.328,9.477,0.914,0.398,0.233,0.192,0.128,0.047,0.279,1.146,0.023,7.242,7.219,0.096,male
0.19,0.06,0.197,0.133,0.246,0.113,1.16,3.993,0.925,0.393,0.198,0.19,0.117,0.047,0.277,0.949,0.023,5.297,5.273,0.089,male
0.193,0.071,0.222,0.128,0.253,0.125,2.683,11.567,0.928,0.577,0.256,0.193,0.129,0.047,0.279,1.202,0.023,20.484,20.461,0.055,male
0.184,0.063,0.196,0.128,0.24,0.112,1.275,5.027,0.943,0.57,0.242,0.184,0.134,0.048,0.279,1.175,0.023,8.367,8.344,0.121,male
0.187,0.062,0.204,0.131,0.238,0.108,2.266,10.819,0.935,0.54,0.241,0.187,0.115,0.047,0.277,0.563,0.023,5.461,5.438,0.065,male
0.191,0.054,0.202,0.147,0.237,0.091,1.465,5.238,0.917,0.37,0.2,0.191,0.129,0.047,0.279,1.57,0.023,6.586,6.563,0.142,male
0.201,0.059,0.217,0.145,0.255,0.11,1.545,5.649,0.918,0.367,0.26,0.201,0.132,0.048,0.277,0.461,0.023,2.555,2.531,0.095,male
0.189,0.057,0.195,0.142,0.236,0.095,0.866,3.522,0.93,0.38,0.196,0.189,0.124,0.048,0.273,1.037,0.023,6.023,6,0.09,male
0.18,0.087,0.213,0.111,0.256,0.145,1.705,5.936,0.945,0.599,0.278,0.18,0.128,0.049,0.279,1.461,0.023,9.188,9.164,0.109,male
0.198,0.057,0.213,0.147,0.246,0.1,1.749,6.889,0.911,0.286,0.246,0.198,0.126,0.047,0.279,0.589,0.023,6.188,6.164,0.066,male
0.188,0.06,0.199,0.143,0.233,0.09,1.711,6.513,0.929,0.45,0.207,0.188,0.12,0.047,0.279,0.921,0.023,4.477,4.453,0.119,male
0.198,0.059,0.212,0.137,0.25,0.113,1.421,4.897,0.914,0.329,0.261,0.198,0.122,0.048,0.279,0.904,0.023,6.398,6.375,0.074,male
0.186,0.056,0.192,0.146,0.23,0.084,1.004,3.814,0.933,0.426,0.228,0.186,0.131,0.047,0.279,1.438,0.023,6.141,6.117,0.178,male
0.204,0.055,0.224,0.156,0.247,0.09,1.839,6.842,0.89,0.25,0.225,0.204,0.111,0.048,0.273,0.843,0.023,4.43,4.406,0.09,male
0.193,0.056,0.205,0.138,0.242,0.103,1.231,3.702,0.907,0.349,0.196,0.193,0.119,0.047,0.276,1.131,0.023,6.586,6.563,0.109,male
0.189,0.059,0.193,0.138,0.244,0.106,0.78,3.237,0.936,0.417,0.251,0.189,0.12,0.047,0.268,1.101,0.023,5.156,5.133,0.08,male
0.19,0.06,0.205,0.127,0.24,0.113,0.962,3.121,0.924,0.397,0.2,0.19,0.13,0.048,0.279,1.271,0.023,4.898,4.875,0.098,male
0.211,0.056,0.235,0.175,0.255,0.08,2.466,10.14,0.894,0.303,0.247,0.211,0.123,0.047,0.279,0.849,0.023,5.063,5.039,0.103,male
0.203,0.053,0.223,0.157,0.244,0.087,2.231,8.699,0.876,0.228,0.222,0.203,0.137,0.048,0.279,0.882,0.023,6.07,6.047,0.029,male
